availability,description,id,image_link,link,price,title,item_group_id,condition,mobile_link,sale_price,description_html,additional_image_link,google_product_category,shipping_weight,brand,gender,age_group,product_type,size_type,size,size_system,colour,material,free_shipping_label,free_shipping_limit,shipping,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,variant_names,variant_values,average_review_rating,number_of_ratings,"number_of_reviews	"
preorder,"The dress is made-to-order by professional tailors. You can choose from 5 colors, regular sizes 2 to 16 and plus sizes 16w to 26W. Customization service is also available according to your special requirement. Silhouette: Sheath, Hemline/Train: Floor-length/Court Train, Neckline: Scoop, Back Style: Button , Sleeve Length: Long Sleeve, Sleeve Style: T-shirt, Fabric: Satin, Net Weight (kg): 1.5, Shipping Weight (kg): 2, Season: Spring,Fall,Winter, Embellishments: Ruching, Style: Simple,Modest,Elegant, Occasion: Country,Garden,Court",715717-11,https://img.dorriswedding.com/image/390x560/90/0/864a4ab76b00e443/3d35e9bcde6eaf2a741cae709daadd17.jpg,https://ms-grace.myshopify.com/products/modest-long-sleeve-satin-mormon-lds-modern-sheath-bridal-gown-scoop-court-train-wedding-dress,179.99 USD,"Modest Long Sleeve Satin Mormon/Lds Modern Sheath Bridal Gown Scoop Court Train Wedding Dress - white, size 20W",Wedding Dresses,new,,179.99 USD,"<style><!--
tr:nth-child(even) {
  background-color: #D6EEEE;
  }
--></style>
Specifications
<table >
<tbody>
<tr></tr>
<tr>
<td >Silhouette</td>
<td >Sheath</td>
</tr>
<tr>
<td >Hemline/Train</td>
<td >Floor-length, Court Train</td>
</tr>
<tr>
<td >Back Style</td>
<td >Button </td>
</tr>
<tr>
<td >Neckline</td>
<td >Scoop</td>
</tr>
<tr>
<td >Sleeve Length</td>
<td >Long Sleeve</td>
</tr>
<tr>
<td >Fabric</td>
<td >Satin</td>
</tr>
<tr>
<td >Embellishments</td>
<td >Ruching","https://img.dorriswedding.com/image/390x560/90/0/a2c63fede7e86845/835ef49ed1b643fb61eff15497e0031b.jpg, https://img.dorriswedding.com/image/390x560/90/0/ab1f791c80cb98d9/a4f15af6936be77c982d77a277389019.jpg, https://img.dorriswedding.com/image/390x560/90/0/528e078555700b25/a416d6c3eb2aae29008a61a75fd78bdb.jpg",Apparel & Accessories > Clothing > Wedding & Bridal Party Dresses > Wedding Dresses,1.5 kg,Ms. Grace,female,adult,Home > Women > Dresses > Wedding Dresses,plus,20W,US,white,Satin,TRUE,159 USD,CA::Expedited:0 USD,Wedding Dresses,715717,,,,,,,,
preorder,"The dress is made-to-order by professional tailors. You can choose from 5 colors, regular sizes 2 to 16 and plus sizes 16w to 26W. Customization service is also available according to your special requirement. Silhouette: Sheath, Hemline/Train: Floor-length/Court Train, Neckline: Scoop, Back Style: Button , Sleeve Length: Long Sleeve, Sleeve Style: T-shirt, Fabric: Satin, Net Weight (kg): 1.5, Shipping Weight (kg): 2, Season: Spring,Fall,Winter, Embellishments: Ruching, Style: Simple,Modest,Elegant, Occasion: Country,Garden,Court",715717-12,https://img.dorriswedding.com/image/390x560/90/0/864a4ab76b00e443/3d35e9bcde6eaf2a741cae709daadd17.jpg,https://ms-grace.myshopify.com/products/modest-long-sleeve-satin-mormon-lds-modern-sheath-bridal-gown-scoop-court-train-wedding-dress,179.99 USD,"Modest Long Sleeve Satin Mormon/Lds Modern Sheath Bridal Gown Scoop Court Train Wedding Dress - white, size 22W",Wedding Dresses,new,,179.99 USD,"<style><!--
tr:nth-child(even) {
  background-color: #D6EEEE;
  }
--></style>
Specifications
<table >
<tbody>
<tr></tr>
<tr>
<td >Silhouette</td>
<td >Sheath</td>
</tr>
<tr>
<td >Hemline/Train</td>
<td >Floor-length, Court Train</td>
</tr>
<tr>
<td >Back Style</td>
<td >Button </td>
</tr>
<tr>
<td >Neckline</td>
<td >Scoop</td>
</tr>
<tr>
<td >Sleeve Length</td>
<td >Long Sleeve</td>
</tr>
<tr>
<td >Fabric</td>
<td >Satin</td>
</tr>
<tr>
<td >Embellishments</td>
<td >Ruching","https://img.dorriswedding.com/image/390x560/90/0/a2c63fede7e86845/835ef49ed1b643fb61eff15497e0031b.jpg, https://img.dorriswedding.com/image/390x560/90/0/ab1f791c80cb98d9/a4f15af6936be77c982d77a277389019.jpg, https://img.dorriswedding.com/image/390x560/90/0/528e078555700b25/a416d6c3eb2aae29008a61a75fd78bdb.jpg",Apparel & Accessories > Clothing > Wedding & Bridal Party Dresses > Wedding Dresses,1.5 kg,Ms. Grace,female,adult,Home > Women > Dresses > Wedding Dresses,plus,22W,US,white,Satin,TRUE,159 USD,CA::Expedited:0 USD,Wedding Dresses,715717,,,,,,,,
preorder,"The dress is made-to-order by professional tailors. You can choose from 5 colors, regular sizes 2 to 16 and plus sizes 16w to 26W. Customization service is also available according to your special requirement. Silhouette: Sheath, Hemline/Train: Floor-length/Court Train, Neckline: Scoop, Back Style: Button , Sleeve Length: Long Sleeve, Sleeve Style: T-shirt, Fabric: Satin, Net Weight (kg): 1.5, Shipping Weight (kg): 2, Season: Spring,Fall,Winter, Embellishments: Ruching, Style: Simple,Modest,Elegant, Occasion: Country,Garden,Court",715717-13,https://img.dorriswedding.com/image/390x560/90/0/864a4ab76b00e443/3d35e9bcde6eaf2a741cae709daadd17.jpg,https://ms-grace.myshopify.com/products/modest-long-sleeve-satin-mormon-lds-modern-sheath-bridal-gown-scoop-court-train-wedding-dress,179.99 USD,"Modest Long Sleeve Satin Mormon/Lds Modern Sheath Bridal Gown Scoop Court Train Wedding Dress - white, size 24W",Wedding Dresses,new,,179.99 USD,"<style><!--
tr:nth-child(even) {
  background-color: #D6EEEE;
  }
--></style>
Specifications
<table >
<tbody>
<tr></tr>
<tr>
<td >Silhouette</td>
<td >Sheath</td>
</tr>
<tr>
<td >Hemline/Train</td>
<td >Floor-length, Court Train</td>
</tr>
<tr>
<td >Back Style</td>
<td >Button </td>
</tr>
<tr>
<td >Neckline</td>
<td >Scoop</td>
</tr>
<tr>
<td >Sleeve Length</td>
<td >Long Sleeve</td>
</tr>
<tr>
<td >Fabric</td>
<td >Satin</td>
</tr>
<tr>
<td >Embellishments</td>
<td >Ruching","https://img.dorriswedding.com/image/390x560/90/0/a2c63fede7e86845/835ef49ed1b643fb61eff15497e0031b.jpg, https://img.dorriswedding.com/image/390x560/90/0/ab1f791c80cb98d9/a4f15af6936be77c982d77a277389019.jpg, https://img.dorriswedding.com/image/390x560/90/0/528e078555700b25/a416d6c3eb2aae29008a61a75fd78bdb.jpg",Apparel & Accessories > Clothing > Wedding & Bridal Party Dresses > Wedding Dresses,1.5 kg,Ms. Grace,female,adult,Home > Women > Dresses > Wedding Dresses,plus,24W,US,white,Satin,TRUE,159 USD,CA::Expedited:0 USD,Wedding Dresses,715717,,,,,,,,
preorder,"The dress is made-to-order by professional tailors. You can choose from 5 colors, regular sizes 2 to 16 and plus sizes 16w to 26W. Customization service is also available according to your special requirement. Silhouette: Sheath, Hemline/Train: Floor-length/Court Train, Neckline: Scoop, Back Style: Button , Sleeve Length: Long Sleeve, Sleeve Style: T-shirt, Fabric: Satin, Net Weight (kg): 1.5, Shipping Weight (kg): 2, Season: Spring,Fall,Winter, Embellishments: Ruching, Style: Simple,Modest,Elegant, Occasion: Country,Garden,Court",715717-14,https://img.dorriswedding.com/image/390x560/90/0/864a4ab76b00e443/3d35e9bcde6eaf2a741cae709daadd17.jpg,https://ms-grace.myshopify.com/products/modest-long-sleeve-satin-mormon-lds-modern-sheath-bridal-gown-scoop-court-train-wedding-dress,179.99 USD,"Modest Long Sleeve Satin Mormon/Lds Modern Sheath Bridal Gown Scoop Court Train Wedding Dress - white, size 26W",Wedding Dresses,new,,179.99 USD,"<style><!--
tr:nth-child(even) {
  background-color: #D6EEEE;
  }
--></style>
Specifications
<table >
<tbody>
<tr></tr>
<tr>
<td >Silhouette</td>
<td >Sheath</td>
</tr>
<tr>
<td >Hemline/Train</td>
<td >Floor-length, Court Train</td>
</tr>
<tr>
<td >Back Style</td>
<td >Button </td>
</tr>
<tr>
<td >Neckline</td>
<td >Scoop</td>
</tr>
<tr>
<td >Sleeve Length</td>
<td >Long Sleeve</td>
</tr>
<tr>
<td >Fabric</td>
<td >Satin</td>
</tr>
<tr>
<td >Embellishments</td>
<td >Ruching","https://img.dorriswedding.com/image/390x560/90/0/a2c63fede7e86845/835ef49ed1b643fb61eff15497e0031b.jpg, https://img.dorriswedding.com/image/390x560/90/0/ab1f791c80cb98d9/a4f15af6936be77c982d77a277389019.jpg, https://img.dorriswedding.com/image/390x560/90/0/528e078555700b25/a416d6c3eb2aae29008a61a75fd78bdb.jpg",Apparel & Accessories > Clothing > Wedding & Bridal Party Dresses > Wedding Dresses,1.5 kg,Ms. Grace,female,adult,Home > Women > Dresses > Wedding Dresses,plus,26W,US,white,Satin,TRUE,159 USD,CA::Expedited:0 USD,Wedding Dresses,715717,,,,,,,,
preorder,"The dress is made-to-order by professional tailors. You can choose from 39 colors, regular sizes 2 to 16 and plus sizes 16w to 26W. Customization service is also available according to your special requirement. Silhouette: Sheath/Bodycon, Hemline/Train: Knee-length, Neckline: Bateau, Back Style: Zipper, Sleeve Length: 3/4 Length Sleeve, Sleeve Style: Illusion, Fabric: Satin/Lace, Net Weight (kg): 1.5, Shipping Weight (kg): 2, Embellishments: Appliques/Lace/Ruching, Style: Simple/Sexy/Elegant/Modern",107824-1,https://img.dorriswedding.com/image/390x560/90/0/3b1e4a73254e95e8/3cbce0f93b7848b3d8bff9079ac30805.jpg,https://ms-grace.myshopify.com/collections/wedding-party-dresses/products/bateau-sheath-knee-length-3-4-length-sleeve-satin-lace-mother-of-the-bride-dress-with-zipper-back,124.29 USD,"Bateau Sheath Knee-length 3-4 Length Sleeve Satin Lace Mother of the Bride Dress with Zipper Back - Charcoal/Silver, size 2",Bridesmaid Dresses,new,,124.29 USD,"<style><!--
tr:nth-child(even) {
  background-color: #D6EEEE;
  }
--></style>
Specifications
<table >
<tbody>
<tr></tr>
<tr>
<td >Silhouette</td>
<td >Sheath, Bodycon</td>
</tr>
<tr>
<td >Hemline/Train</td>
<td >Knee-length</td>
</tr>
<tr>
<td >Back Style</td>
<td >Zipper</td>
</tr>
<tr>
<td >Neckline</td>
<td >Bateau</td>
</tr>
<tr>
<td >Sleeve Length</td>
<td >3/4 Length Sleeve</td>
</tr>
<tr>
<td >Fabric</td>
<td >Satin, Lace</td>
</tr>
<tr>
<td >Embellishments</td>
<td >Appliques, Lace, Ruching","https://img.dorriswedding.com/image/390x560/90/0/9b67d26b8853ac4e/fb9d0eb8c4d167ebe8be28df98e8b09e.jpg, https://img.dorriswedding.com/image/390x560/90/0/2111e887f0a7af7b/fcad3977238c74cd433cce9a0c216800.jpg",Apparel & Accessories > Clothing > Wedding & Bridal Party Dresses > Bridal Party Dresses,1.5 kg,Ms. Grace,female,adult,Home > Women > Dresses,regular,2,US,Charcoal/Silver,Satin/Lace,TRUE,159 USD,CA::Standard:32.49 USD,Bridesmaid Dresses,107824,,,,,,5,2,2
preorder,"The dress is made-to-order by professional tailors. You can choose from 39 colors, regular sizes 2 to 16 and plus sizes 16w to 26W. Customization service is also available according to your special requirement. Silhouette: Sheath/Bodycon, Hemline/Train: Knee-length, Neckline: Bateau, Back Style: Zipper, Sleeve Length: 3/4 Length Sleeve, Sleeve Style: Illusion, Fabric: Satin/Lace, Net Weight (kg): 1.5, Shipping Weight (kg): 2, Embellishments: Appliques/Lace/Ruching, Style: Simple/Sexy/Elegant/Modern",107824-2,https://img.dorriswedding.com/image/390x560/90/0/3b1e4a73254e95e8/3cbce0f93b7848b3d8bff9079ac30805.jpg,https://ms-grace.myshopify.com/collections/wedding-party-dresses/products/bateau-sheath-knee-length-3-4-length-sleeve-satin-lace-mother-of-the-bride-dress-with-zipper-back,124.29 USD,"Bateau Sheath Knee-length 3-4 Length Sleeve Satin Lace Mother of the Bride Dress with Zipper Back - Charcoal/Silver, size 4",Bridesmaid Dresses,new,,124.29 USD,"<style><!--
tr:nth-child(even) {
  background-color: #D6EEEE;
  }
--></style>
Specifications
<table >
<tbody>
<tr></tr>
<tr>
<td >Silhouette</td>
<td >Sheath, Bodycon</td>
</tr>
<tr>
<td >Hemline/Train</td>
<td >Knee-length</td>
</tr>
<tr>
<td >Back Style</td>
<td >Zipper</td>
</tr>
<tr>
<td >Neckline</td>
<td >Bateau</td>
</tr>
<tr>
<td >Sleeve Length</td>
<td >3/4 Length Sleeve</td>
</tr>
<tr>
<td >Fabric</td>
<td >Satin, Lace</td>
</tr>
<tr>
<td >Embellishments</td>
<td >Appliques, Lace, Ruching","https://img.dorriswedding.com/image/390x560/90/0/9b67d26b8853ac4e/fb9d0eb8c4d167ebe8be28df98e8b09e.jpg, https://img.dorriswedding.com/image/390x560/90/0/2111e887f0a7af7b/fcad3977238c74cd433cce9a0c216800.jpg",Apparel & Accessories > Clothing > Wedding & Bridal Party Dresses > Bridal Party Dresses,1.5 kg,Ms. Grace,female,adult,Home > Women > Dresses,regular,4,US,Charcoal/Silver,Satin/Lace,TRUE,159 USD,CA::Standard:32.49 USD,Bridesmaid Dresses,107824,,,,,,,,
preorder,"The dress is made-to-order by professional tailors. You can choose from 39 colors, regular sizes 2 to 16 and plus sizes 16w to 26W. Customization service is also available according to your special requirement. Silhouette: Sheath/Bodycon, Hemline/Train: Knee-length, Neckline: Bateau, Back Style: Zipper, Sleeve Length: 3/4 Length Sleeve, Sleeve Style: Illusion, Fabric: Satin/Lace, Net Weight (kg): 1.5, Shipping Weight (kg): 2, Embellishments: Appliques/Lace/Ruching, Style: Simple/Sexy/Elegant/Modern",107824-3,https://img.dorriswedding.com/image/390x560/90/0/3b1e4a73254e95e8/3cbce0f93b7848b3d8bff9079ac30805.jpg,https://ms-grace.myshopify.com/collections/wedding-party-dresses/products/bateau-sheath-knee-length-3-4-length-sleeve-satin-lace-mother-of-the-bride-dress-with-zipper-back,124.29 USD,"Bateau Sheath Knee-length 3-4 Length Sleeve Satin Lace Mother of the Bride Dress with Zipper Back - Charcoal/Silver, size 6",Bridesmaid Dresses,new,,124.29 USD,"<style><!--
tr:nth-child(even) {
  background-color: #D6EEEE;
  }
--></style>
Specifications
<table >
<tbody>
<tr></tr>
<tr>
<td >Silhouette</td>
<td >Sheath, Bodycon</td>
</tr>
<tr>
<td >Hemline/Train</td>
<td >Knee-length</td>
</tr>
<tr>
<td >Back Style</td>
<td >Zipper</td>
</tr>
<tr>
<td >Neckline</td>
<td >Bateau</td>
</tr>
<tr>
<td >Sleeve Length</td>
<td >3/4 Length Sleeve</td>
</tr>
<tr>
<td >Fabric</td>
<td >Satin, Lace</td>
</tr>
<tr>
<td >Embellishments</td>
<td >Appliques, Lace, Ruching","https://img.dorriswedding.com/image/390x560/90/0/9b67d26b8853ac4e/fb9d0eb8c4d167ebe8be28df98e8b09e.jpg, https://img.dorriswedding.com/image/390x560/90/0/2111e887f0a7af7b/fcad3977238c74cd433cce9a0c216800.jpg",Apparel & Accessories > Clothing > Wedding & Bridal Party Dresses > Bridal Party Dresses,1.5 kg,Ms. Grace,female,adult,Home > Women > Dresses,regular,6,US,Charcoal/Silver,Satin/Lace,TRUE,159 USD,CA::Standard:32.49 USD,Bridesmaid Dresses,107824,,,,,,,,
preorder,"The dress is made-to-order by professional tailors. You can choose from 39 colors, regular sizes 2 to 16 and plus sizes 16w to 26W. Customization service is also available according to your special requirement. Silhouette: Sheath/Bodycon, Hemline/Train: Knee-length, Neckline: Bateau, Back Style: Zipper, Sleeve Length: 3/4 Length Sleeve, Sleeve Style: Illusion, Fabric: Satin/Lace, Net Weight (kg): 1.5, Shipping Weight (kg): 2, Embellishments: Appliques/Lace/Ruching, Style: Simple/Sexy/Elegant/Modern",107824-4,https://img.dorriswedding.com/image/390x560/90/0/3b1e4a73254e95e8/3cbce0f93b7848b3d8bff9079ac30805.jpg,https://ms-grace.myshopify.com/collections/wedding-party-dresses/products/bateau-sheath-knee-length-3-4-length-sleeve-satin-lace-mother-of-the-bride-dress-with-zipper-back,124.29 USD,"Bateau Sheath Knee-length 3-4 Length Sleeve Satin Lace Mother of the Bride Dress with Zipper Back - Charcoal/Silver, size 8",Bridesmaid Dresses,new,,124.29 USD,"<style><!--
tr:nth-child(even) {
  background-color: #D6EEEE;
  }
--></style>
Specifications
<table >
<tbody>
<tr></tr>
<tr>
<td >Silhouette</td>
<td >Sheath, Bodycon</td>
</tr>
<tr>
<td >Hemline/Train</td>
<td >Knee-length</td>
</tr>
<tr>
<td >Back Style</td>
<td >Zipper</td>
</tr>
<tr>
<td >Neckline</td>
<td >Bateau</td>
</tr>
<tr>
<td >Sleeve Length</td>
<td >3/4 Length Sleeve</td>
</tr>
<tr>
<td >Fabric</td>
<td >Satin, Lace</td>
</tr>
<tr>
<td >Embellishments</td>
<td >Appliques, Lace, Ruching","https://img.dorriswedding.com/image/390x560/90/0/9b67d26b8853ac4e/fb9d0eb8c4d167ebe8be28df98e8b09e.jpg, https://img.dorriswedding.com/image/390x560/90/0/2111e887f0a7af7b/fcad3977238c74cd433cce9a0c216800.jpg",Apparel & Accessories > Clothing > Wedding & Bridal Party Dresses > Bridal Party Dresses,1.5 kg,Ms. Grace,female,adult,Home > Women > Dresses,regular,8,US,Charcoal/Silver,Satin/Lace,TRUE,159 USD,CA::Standard:32.49 USD,Bridesmaid Dresses,107824,,,,,,,,
preorder,"The dress is made-to-order by professional tailors. You can choose from 39 colors, regular sizes 2 to 16 and plus sizes 16w to 26W. Customization service is also available according to your special requirement. Silhouette: Sheath/Bodycon, Hemline/Train: Knee-length, Neckline: Bateau, Back Style: Zipper, Sleeve Length: 3/4 Length Sleeve, Sleeve Style: Illusion, Fabric: Satin/Lace, Net Weight (kg): 1.5, Shipping Weight (kg): 2, Embellishments: Appliques/Lace/Ruching, Style: Simple/Sexy/Elegant/Modern",107824-5,https://img.dorriswedding.com/image/390x560/90/0/3b1e4a73254e95e8/3cbce0f93b7848b3d8bff9079ac30805.jpg,https://ms-grace.myshopify.com/collections/wedding-party-dresses/products/bateau-sheath-knee-length-3-4-length-sleeve-satin-lace-mother-of-the-bride-dress-with-zipper-back,124.29 USD,"Bateau Sheath Knee-length 3-4 Length Sleeve Satin Lace Mother of the Bride Dress with Zipper Back - Charcoal/Silver, size 10",Bridesmaid Dresses,new,,124.29 USD,"<style><!--
tr:nth-child(even) {
  background-color: #D6EEEE;
  }
--></style>
Specifications
<table >
<tbody>
<tr></tr>
<tr>
<td >Silhouette</td>
<td >Sheath, Bodycon</td>
</tr>
<tr>
<td >Hemline/Train</td>
<td >Knee-length</td>
</tr>
<tr>
<td >Back Style</td>
<td >Zipper</td>
</tr>
<tr>
<td >Neckline</td>
<td >Bateau</td>
</tr>
<tr>
<td >Sleeve Length</td>
<td >3/4 Length Sleeve</td>
</tr>
<tr>
<td >Fabric</td>
<td >Satin, Lace</td>
</tr>
<tr>
<td >Embellishments</td>
<td >Appliques, Lace, Ruching","https://img.dorriswedding.com/image/390x560/90/0/9b67d26b8853ac4e/fb9d0eb8c4d167ebe8be28df98e8b09e.jpg, https://img.dorriswedding.com/image/390x560/90/0/2111e887f0a7af7b/fcad3977238c74cd433cce9a0c216800.jpg",Apparel & Accessories > Clothing > Wedding & Bridal Party Dresses > Bridal Party Dresses,1.5 kg,Ms. Grace,female,adult,Home > Women > Dresses,regular,10,US,Charcoal/Silver,Satin/Lace,TRUE,159 USD,CA::Standard:32.49 USD,Bridesmaid Dresses,107824,,,,,,,,
preorder,"The dress is made-to-order by professional tailors. You can choose from 39 colors, regular sizes 2 to 16 and plus sizes 16w to 26W. Customization service is also available according to your special requirement. Silhouette: Sheath/Bodycon, Hemline/Train: Knee-length, Neckline: Bateau, Back Style: Zipper, Sleeve Length: 3/4 Length Sleeve, Sleeve Style: Illusion, Fabric: Satin/Lace, Net Weight (kg): 1.5, Shipping Weight (kg): 2, Embellishments: Appliques/Lace/Ruching, Style: Simple/Sexy/Elegant/Modern",107824-6,https://img.dorriswedding.com/image/390x560/90/0/3b1e4a73254e95e8/3cbce0f93b7848b3d8bff9079ac30805.jpg,https://ms-grace.myshopify.com/collections/wedding-party-dresses/products/bateau-sheath-knee-length-3-4-length-sleeve-satin-lace-mother-of-the-bride-dress-with-zipper-back,124.29 USD,"Bateau Sheath Knee-length 3-4 Length Sleeve Satin Lace Mother of the Bride Dress with Zipper Back - Charcoal/Silver, size 12",Bridesmaid Dresses,new,,124.29 USD,"<style><!--
tr:nth-child(even) {
  background-color: #D6EEEE;
  }
--></style>
Specifications
<table >
<tbody>
<tr></tr>
<tr>
<td >Silhouette</td>
<td >Sheath, Bodycon</td>
</tr>
<tr>
<td >Hemline/Train</td>
<td >Knee-length</td>
</tr>
<tr>
<td >Back Style</td>
<td >Zipper</td>
</tr>
<tr>
<td >Neckline</td>
<td >Bateau</td>
</tr>
<tr>
<td >Sleeve Length</td>
<td >3/4 Length Sleeve</td>
</tr>
<tr>
<td >Fabric</td>
<td >Satin, Lace</td>
</tr>
<tr>
<td >Embellishments</td>
<td >Appliques, Lace, Ruching","https://img.dorriswedding.com/image/390x560/90/0/9b67d26b8853ac4e/fb9d0eb8c4d167ebe8be28df98e8b09e.jpg, https://img.dorriswedding.com/image/390x560/90/0/2111e887f0a7af7b/fcad3977238c74cd433cce9a0c216800.jpg",Apparel & Accessories > Clothing > Wedding & Bridal Party Dresses > Bridal Party Dresses,1.5 kg,Ms. Grace,female,adult,Home > Women > Dresses,regular,12,US,Charcoal/Silver,Satin/Lace,TRUE,159 USD,CA::Standard:32.49 USD,Bridesmaid Dresses,107824,,,,,,,,
preorder,"The dress is made-to-order by professional tailors. You can choose from 39 colors, regular sizes 2 to 16 and plus sizes 16w to 26W. Customization service is also available according to your special requirement. Silhouette: Sheath/Bodycon, Hemline/Train: Knee-length, Neckline: Bateau, Back Style: Zipper, Sleeve Length: 3/4 Length Sleeve, Sleeve Style: Illusion, Fabric: Satin/Lace, Net Weight (kg): 1.5, Shipping Weight (kg): 2, Embellishments: Appliques/Lace/Ruching, Style: Simple/Sexy/Elegant/Modern",107824-7,https://img.dorriswedding.com/image/390x560/90/0/3b1e4a73254e95e8/3cbce0f93b7848b3d8bff9079ac30805.jpg,https://ms-grace.myshopify.com/collections/wedding-party-dresses/products/bateau-sheath-knee-length-3-4-length-sleeve-satin-lace-mother-of-the-bride-dress-with-zipper-back,124.29 USD,"Bateau Sheath Knee-length 3-4 Length Sleeve Satin Lace Mother of the Bride Dress with Zipper Back - Charcoal/Silver, size 14",Bridesmaid Dresses,new,,124.29 USD,"<style><!--
tr:nth-child(even) {
  background-color: #D6EEEE;
  }
--></style>
Specifications
<table >
<tbody>
<tr></tr>
<tr>
<td >Silhouette</td>
<td >Sheath, Bodycon</td>
</tr>
<tr>
<td >Hemline/Train</td>
<td >Knee-length</td>
</tr>
<tr>
<td >Back Style</td>
<td >Zipper</td>
</tr>
<tr>
<td >Neckline</td>
<td >Bateau</td>
</tr>
<tr>
<td >Sleeve Length</td>
<td >3/4 Length Sleeve</td>
</tr>
<tr>
<td >Fabric</td>
<td >Satin, Lace</td>
</tr>
<tr>
<td >Embellishments</td>
<td >Appliques, Lace, Ruching","https://img.dorriswedding.com/image/390x560/90/0/9b67d26b8853ac4e/fb9d0eb8c4d167ebe8be28df98e8b09e.jpg, https://img.dorriswedding.com/image/390x560/90/0/2111e887f0a7af7b/fcad3977238c74cd433cce9a0c216800.jpg",Apparel & Accessories > Clothing > Wedding & Bridal Party Dresses > Bridal Party Dresses,1.5 kg,Ms. Grace,female,adult,Home > Women > Dresses,regular,14,US,Charcoal/Silver,Satin/Lace,TRUE,159 USD,CA::Standard:32.49 USD,Bridesmaid Dresses,107824,,,,,,,,
preorder,"The dress is made-to-order by professional tailors. You can choose from 39 colors, regular sizes 2 to 16 and plus sizes 16w to 26W. Customization service is also available according to your special requirement. Silhouette: Sheath/Bodycon, Hemline/Train: Knee-length, Neckline: Bateau, Back Style: Zipper, Sleeve Length: 3/4 Length Sleeve, Sleeve Style: Illusion, Fabric: Satin/Lace, Net Weight (kg): 1.5, Shipping Weight (kg): 2, Embellishments: Appliques/Lace/Ruching, Style: Simple/Sexy/Elegant/Modern",107824-8,https://img.dorriswedding.com/image/390x560/90/0/3b1e4a73254e95e8/3cbce0f93b7848b3d8bff9079ac30805.jpg,https://ms-grace.myshopify.com/collections/wedding-party-dresses/products/bateau-sheath-knee-length-3-4-length-sleeve-satin-lace-mother-of-the-bride-dress-with-zipper-back,124.29 USD,"Bateau Sheath Knee-length 3-4 Length Sleeve Satin Lace Mother of the Bride Dress with Zipper Back - Charcoal/Silver, size 16",Bridesmaid Dresses,new,,124.29 USD,"<style><!--
tr:nth-child(even) {
  background-color: #D6EEEE;
  }
--></style>
Specifications
<table >
<tbody>
<tr></tr>
<tr>
<td >Silhouette</td>
<td >Sheath, Bodycon</td>
</tr>
<tr>
<td >Hemline/Train</td>
<td >Knee-length</td>
</tr>
<tr>
<td >Back Style</td>
<td >Zipper</td>
</tr>
<tr>
<td >Neckline</td>
<td >Bateau</td>
</tr>
<tr>
<td >Sleeve Length</td>
<td >3/4 Length Sleeve</td>
</tr>
<tr>
<td >Fabric</td>
<td >Satin, Lace</td>
</tr>
<tr>
<td >Embellishments</td>
<td >Appliques, Lace, Ruching","https://img.dorriswedding.com/image/390x560/90/0/9b67d26b8853ac4e/fb9d0eb8c4d167ebe8be28df98e8b09e.jpg, https://img.dorriswedding.com/image/390x560/90/0/2111e887f0a7af7b/fcad3977238c74cd433cce9a0c216800.jpg",Apparel & Accessories > Clothing > Wedding & Bridal Party Dresses > Bridal Party Dresses,1.5 kg,Ms. Grace,female,adult,Home > Women > Dresses,regular,16,US,Charcoal/Silver,Satin/Lace,TRUE,159 USD,CA::Standard:32.49 USD,Bridesmaid Dresses,107824,,,,,,,,
